,SMILES,hit,tan to nearest abx,tan to nearest ts,row_num,matching_frags,cluster
29,Cl.Cl.CN(C)[C@H]1CN(C[C@@H]1C1CC1)C1=NC=C(C=C1Cl)C(O)=O,0.7877792501449585,0.4731457800511509,0.47907276239536384,21,[93],7
30,O=C(NC(NC(C=C1)=CC(Cl)=C1F)=O)C2=CC=CC=C2OC(C=C3)=C(Cl)C=C3Cl,0.5270452889800071,0.3894855850763143,0.4198331788693234,22,[1],17
31,FC1=CC=C(NC2=NN=C(S2)C23CC4CC(CC(C4)C2)C3)C=C1Cl,0.6503169691562652,0.3391572456320658,0.34262295081967215,23,[1],8
32,ClC1=C(Cl)C=C(C=C1)C(=O)NC1=NN=CS1,0.6241568005084992,0.23873517786561266,0.46582984658298465,24,[0],27
33,O=C(NCC(C=C1)=CC=C1C(F)(F)F)C(C=C2)=CC(Cl)=C2Cl,0.5911855828762055,0.3270042194092827,0.3411371237458194,25,[0],29
34,ClC1=CC(CNC(C2=CC=C(Cl)C(Cl)=C2)=O)=CC(Cl)=C1,0.6050253742933274,0.34988179669030733,0.3651376146788991,26,[0],29
37,CN1N=C(C=C1C(=O)NC1=NC=C(Cl)C=C1Cl)C(=O)NC1=NC=C(Cl)C=C1Cl,0.6065203076601029,0.3880061506919528,0.3940298507462687,27,[41],12
38,ClC1=CC=C(CNC2CCN(CCC3=CC=CC=C3)CC2)C=C1Cl,0.7176020807027816,0.3683083511777302,0.36384439359267734,28,[31],42
39,FC1=CC=C(NCC2=COC3=C(Cl)C=C(Cl)C=C3C2=O)C=C1Cl,0.6859194487333298,0.38516992790937177,0.4297297297297297,29,[1],60
44,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NCC1=CC=C(Cl)C(Cl)=C1,0.6197403877973556,0.39807692307692305,0.47920433996383366,30,[10],28
45,ClC1=CN=C(NC(=O)C2=CC(Cl)=C(Cl)C=C2)C=C1,0.5657694679498673,0.2809786898184688,0.4132138857782755,31,[0],37
47,CC(=O)C1=CC(F)=C(C=C1)N1CCN(CC1)C(=O)C1=CC(Cl)=C(Cl)C=C1,0.5268782451748848,0.4502572898799314,0.4731182795698925,32,[0],5
48,CS(=O)(=O)C1=CC=C2N=C(NC(=O)C3=CC(Cl)=C(Cl)C=C3)SC2=C1,0.5604735764861107,0.43108182317408017,0.4843173431734317,33,[0],72
49,FC(F)(F)C1=NN=C(NC(=O)C2=CC(Cl)=C(Cl)C=C2)S1,0.5210867585241794,0.30289775833788957,0.4204946996466431,34,[0],27
55,ClC1=CC(C(=O)NCC2=CC=C(Cl)C(Cl)=C2)=C(Cl)C=C1,0.6409316807985306,0.31568228105906315,0.4007285974499089,35,[2],29
56,CC(OC1=C(C)C=C(Cl)C=C1)C(=O)NCC1=CC=C(Cl)C(Cl)=C1,0.5623580062389374,0.3173076923076923,0.41114982578397213,36,"[2, 16, 17]",21
58,CCCCC1=CC=C2N=C(NC(=O)C3=CC(Cl)=C(Cl)C=C3)SC2=C1,0.5036087858676911,0.4127777777777778,0.4883474576271186,37,[0],72
59,ClC1=CC=C(CNC(=O)C23CC4CC(CC(C4)C2)C3)C=C1Cl,0.6150099045038223,0.3225108225108225,0.3681506849315068,38,[2],10
60,ClC1=CC(Cl)=C(C=C1)C(=O)NCC1=CC=C(Cl)C(Cl)=C1,0.6601440060138702,0.3128834355828221,0.4036697247706422,39,[2],29
61,ClC1=CC=C2SC(NC(=O)C3=CC=C(Br)O3)=NC2=C1Cl,0.6196149384975433,0.44997295835586804,0.45630585898709036,40,[8],31
62,ClC1=CC=C(CNC(=O)C2=CC=C(Br)O2)C=C1Cl,0.5347636267542839,0.24757281553398058,0.46142649199417757,41,[2],46
63,CN(C)C1=CC=C(NC(=O)C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,0.5531784278154374,0.30936995153473346,0.46589446589446587,42,[0],68
65,ClC1=CC=C2C(N(CC3)CCC3N4C=CC=C4)=CC=NC2=C1,0.5200905099511146,0.4099162011173184,0.49540078843626806,43,[42],36
68,FC(F)(F)C1=C(Cl)C=CC(NC(=O)C2=CC(Cl)=C(Cl)C=C2)=C1,0.6004117774963379,0.33963886500429924,0.44607843137254904,44,[0],43
69,ClC1=CC=C(CNC(=O)C2=C(Cl)C=CC=C2)C=C1Cl,0.517064846754074,0.3283261802575107,0.41603053435114506,45,[2],29
70,CC(OC1=C(Cl)C=C(Cl)C=C1)C(=O)NCC1=CC=C(Cl)C(Cl)=C1,0.7173661035299301,0.31377899045020463,0.4444444444444444,46,"[2, 16, 17]",21
74,ClC1=C(Cl)C=C(C=C1)C(=O)NC1=CC=C(NC2=CC=CC=C2)C=C1,0.5055852881073952,0.29620253164556964,0.4971590909090909,47,[0],25
75,FC(F)(F)C1=CC(=CC=C1)N1CCN(CC1)C(=O)NC1=CC=C(Cl)C(Cl)=C1,0.6562338948249817,0.36472945891783565,0.4464,48,[9],40
76,CC1=C(Cl)C=C2N=C(NC(=O)C3=C(Cl)C=C(Cl)C=C3)SC2=C1,0.520190643966198,0.4173098125689085,0.4367657221838286,49,[8],72
82,ClC1=CC(Cl)=C(CN2C=C(Cl)C=C(C(=O)NC3=CC(Cl)=CC(Cl)=C3)C2=O)C=C1,0.6186742585897446,0.4599285349668198,0.4626052501238237,50,[43],70
83,O=C(NCC1=CC=C(Cl)C(Cl)=C1)C2=C(C(F)(F)F)C=C(N=C2)OC,0.5408713656663895,0.375,0.3972201901975128,51,[2],44
84,ClC1=CC=C(NS(=O)(=O)C2=CC=CC(=C2)S(=O)(=O)C2=CC(Cl)=C(Cl)C=C2)C=C1,0.6714383882284164,0.35961768219832735,0.3901192504258944,52,[4],56
85,FC1=CC=C(CN2C=C(C=CC2=O)C(=O)NC2=CC(Cl)=CC(Cl)=C2)C=C1F,0.5333987316489219,0.4051724137931034,0.4059602649006622,53,[28],41
86,FC1=CC=C(NC(=O)C2=CC=CC(=N2)C(=O)NC2=CC=C(F)C(Cl)=C2)C=C1Cl,0.5506812828779221,0.35477386934673366,0.39375,54,[1],23
87,CC1=C(SN=N1)S(=O)C1=CC(Cl)=C(Cl)C=C1,0.501649735569954,0.291368884002199,0.29922779922779924,55,[4],6
88,O=C(NCC1=CC=C(Cl)C(Cl)=C1)C2=C(C(F)(F)F)C=CN=C2OC,0.5233053585886955,0.4099274958170664,0.45335276967930027,56,[2],44
89,O=C(NCC1=CC=C(Cl)C(Cl)=C1)C2=C(C(F)(F)F)C=CN=C2OC3=CC=C(Cl)C=C3,0.5436809879541397,0.4568106312292359,0.45188492063492064,57,[2],73
90,O=C(NCC1=CC=C(Cl)C(Cl)=C1)C2=C(C(F)(F)F)C=CN=C2SCC,0.5620864629745483,0.41517323775388293,0.41517323775388293,58,[2],44
91,ClC1=C(Cl)C=C(C=C1)C(=O)NCC1=CC(CNC(=O)C2=CC(Cl)=C(Cl)C=C2)=CC=C1,0.707353367805481,0.33407572383073497,0.35676625659050965,59,[0],29
92,OC(=O)C1=C(C=C(Cl)C(Cl)=C1)C(=O)NC1=C(Cl)C=C(Cl)C=C1,0.5460073781013489,0.3527868852459016,0.49430523917995445,60,[0],43
93,ClC1=CC=C(CNC(=O)CCC(=O)NCC2=CC(Cl)=C(Cl)C=C2)C=C1Cl,0.6950897246599197,0.3659217877094972,0.36654135338345867,61,[2],69
