matched_fragments,fragment_SMILES,length_of_fragment,matched_molecules,number_of_matched_molecules,fragment_scores,full_molecule_scores,average_molecule_score
27960,CNC1=NC=C(Cl)C=C1Cl,10,"[649, 896, 1071, 1075, 1081, 1174, 1176, 1609, 1641, 1654, 2024, 2061, 2222, 2323, 2545, 2568, 2592, 3018, 3480, 3543, 3907]",21,0.2762356239557266,"[0.3345229012519121, 0.3330657231807709, 0.3715272399783134, 0.3226178708672523, 0.3578395898640156, 0.3095330861210823, 0.3868818775564432, 0.3351485070586204, 0.3927678592503071, 0.3337763427197933, 0.4598022031784057, 0.3444660957157612, 0.385739144384861, 0.3384826941788196, 0.312572715729475, 0.4377271308749914, 0.314869577139616, 0.3550518804043531, 0.4157778641581535, 0.391265377998352, 0.419852225035429]",0.36444228126889183
3752,O=C1C=CN=CN1CC1=CC=C(Cl)C(Cl)=C1,16,"[657, 1372, 1398, 1448, 1651, 1815, 2315, 2334, 2419, 3844, 4986, 5795, 6170]",13,0.4103896106779575,"[0.4282605761289597, 0.3265018433332443, 0.3059983959048986, 0.3732477608323097, 0.3306935614347457, 0.4819664689898491, 0.3706505155563354, 0.3874627020955086, 0.3568263733386993, 0.3767063142359256, 0.3798109170794487, 0.4196798777580261, 0.4166894134879112]",0.38111497847506626
21666,CNC1CCN(C2=CC=C(Cl)C(F)=C2)C1=O,16,"[5058, 5256, 5266, 5282, 5284, 5285, 5289, 5303, 5992, 6060, 6314, 6378]",12,0.4802161951363086,"[0.3080127520114183, 0.4653724536299705, 0.3635415765643119, 0.3906788435578346, 0.4486304756999015, 0.3059661804139614, 0.3125691943615675, 0.3681192422285676, 0.4726030951738357, 0.3228853966295719, 0.3069369041919708, 0.4124045152962208]",0.37314338581326095
13392,O=C(NC1=CC(Cl)=CC=C1)C1=NC=CC=N1,16,"[4863, 4864, 4865, 5119, 5120, 5121, 5405, 5523, 5832, 5976, 6112, 6189]",12,0.2249033566191792,"[0.4043541663885117, 0.3094552996754646, 0.3427548848092556, 0.3309473551809788, 0.3390108269453049, 0.3039603440463543, 0.5015157604217529, 0.3224320940673351, 0.3377233912050724, 0.3982222363352775, 0.3614599749445915, 0.3328610268235206]",0.3570581134036183
1689,CS(=O)C1=CC=C(Cl)C(Cl)=C1,11,"[1, 372, 386, 801, 1041, 1940, 2214, 3074, 5279, 5366, 5517, 5722]",12,0.2723486666381359,"[0.3270554103702306, 0.5470765200257302, 0.5974026358127594, 0.4265660418570041, 0.5282389059662819, 0.486945868730545, 0.3811676254868507, 0.4892393863201141, 0.4939078080654144, 0.3907117508351803, 0.3836511012911796, 0.5540059253573417]",0.4671640816765527
23038,ClC1=CC=C2C(N3CCNCC3)=CC=NC2=C1,17,"[1486, 1492, 2050, 2758, 2924, 3660, 3662, 3676, 4075, 4968, 5630]",11,0.2890428850799799,"[0.358746777176857, 0.6121319150924682, 0.4798216261714697, 0.5577141949534417, 0.478883586525917, 0.3291711983084678, 0.3884542842209339, 0.5688646066188813, 0.4172406724095344, 0.4628481921553611, 0.6394836974143981]",0.48121461373161184
6325,CC(=O)NC1CCN(C2=CC=C(Cl)C(F)=C2)C1,17,"[5256, 5266, 5284, 5285, 5289, 5992, 6060, 6314, 6377, 6378]",10,0.2120872726850211,"[0.4653724536299705, 0.3635415765643119, 0.4486304756999015, 0.3059661804139614, 0.3125691943615675, 0.4726030951738357, 0.3228853966295719, 0.3069369041919708, 0.3093686974793672, 0.4124045152962208]",0.37202784894406793
5919,C1=CC=C(N2CCN(C3=CC=NC=C3)CC2)C=C1,18,"[65, 1389, 1486, 1492, 1894, 2924, 3360, 5327]",8,0.2047899776324629,"[0.4442736321687698, 0.3241975672543049, 0.358746777176857, 0.6121319150924682, 0.4623784713447094, 0.478883586525917, 0.4632345309853554, 0.3278204955905676]",0.43395837201736864
21469,CC(=O)NC1CCN(C2=CC=C(Cl)C=C2Cl)C1,17,"[5235, 5239, 5240, 5245, 5252, 5296, 5772, 6373]",8,0.3272249398753047,"[0.5023908591270447, 0.434719059318304, 0.4017161366343498, 0.3656006264686584, 0.3345223471522331, 0.374690501242876, 0.3509500777721405, 0.3902160938829183]",0.39435071269981564
24836,O=C(NC1=CC=C(Cl)C(Cl)=C1)N1CCNCC1,17,"[1317, 2696, 5050, 5638, 5660, 6068, 6202]",7,0.2685408020019531,"[0.4966864097118377, 0.3229925403743982, 0.4481437695026398, 0.3415042002499103, 0.509294448196888, 0.312020423039794, 0.4019553329050541]",0.40465673199721747
5016,ClC1=CN=CC(Cl)=C1N1CCNCC1,14,"[2271, 4064, 4101, 4133, 4228, 4264, 4627]",7,0.265868831994012,"[0.5623021280765533, 0.4575941494107246, 0.4185690297186374, 0.4281132538616657, 0.444552318751812, 0.5447046784311533, 0.6022843325138092]",0.49401712725205077
2972,ClC1=CN=CC(Cl)=C1N1CCCNCC1,15,"[136, 1282, 2786, 2787, 5035, 5519]",6,0.241576779205352,"[0.5265953904390335, 0.5687058979272842, 0.6322045797109603, 0.5808349108695984, 0.6513658475875854, 0.5376311489939689]",0.5828896292547384
4185,NC1CCN(C(=O)NC2=CC=C(Cl)C(Cl)=C2)CC1,18,"[1185, 1660, 5422, 5640, 6204, 6214]",6,0.2145239514112472,"[0.4061440809071064, 0.338947811499238, 0.335307711660862, 0.4997003394365311, 0.4241069759428501, 0.4796118693053722]",0.4139697981253267
23421,OC1=CC=CC=C1N1CCN(CC2=CC=CC=C2)CC1,20,"[1235, 1987, 2006, 3499, 4291, 4937]",6,0.2475718314200639,"[0.3030732826329768, 0.3218378022313118, 0.3864944913983345, 0.4018589524179697, 0.308545715212822, 0.3721463413536549]",0.3489927642078449
16551,CC(=O)NC1CCN(C2=CC=C(Cl)C(Cl)=C2)C1=O,18,"[5287, 5701, 5775, 5994, 6065, 6195]",6,0.322150789797306,"[0.3673655862361192, 0.3675928399711847, 0.590402420759201, 0.3109159745275974, 0.3521733677387237, 0.5861538481712342]",0.4291006729006767
22031,CNC1=NC=C(Cl)S1,8,"[670, 716, 846, 990, 1395, 4160]",6,0.2659473353950307,"[0.3814893473684788, 0.3914345960319042, 0.4290072959661484, 0.3376491627097129, 0.3254595361277461, 0.3301044233888388]",0.3658573935988048
8464,CC(=O)N1CCN(C2=CC=C(Cl)C(Cl)=C2)CC1,17,"[1146, 2073, 2985, 3381, 4988, 5054]",6,0.2229741541668772,"[0.413996452987194, 0.352788882702589, 0.4036684663593769, 0.3307946021854877, 0.3444153241813182, 0.3500687529146671]",0.36595541355510547
19953,CC(=O)NC1CCN(C2=CC=C(Cl)C(Cl)=C2)C1,17,"[5287, 5701, 5775, 5994, 6065, 6195]",6,0.3325991842150688,"[0.3673655862361192, 0.3675928399711847, 0.590402420759201, 0.3109159745275974, 0.3521733677387237, 0.5861538481712342]",0.4291006729006767
13580,NC(=O)C1=NC=CC(Cl)=C1Cl,11,"[603, 667, 669, 1610, 1991, 3465]",6,0.4041532928496599,"[0.3915173560380935, 0.5057420745491982, 0.3776733584702015, 0.6340445172786713, 0.5909301421046257, 0.6777965822815895]",0.5296173384537299
13712,NC(=O)C1=NC=C(Cl)C=C1Cl,11,"[603, 667, 669, 1610, 1991, 3465]",6,0.2051305028796196,"[0.3915173560380935, 0.5057420745491982, 0.3776733584702015, 0.6340445172786713, 0.5909301421046257, 0.6777965822815895]",0.5296173384537299
29744,CNC(=O)C1=C(Cl)C(Cl)=CC=N1,12,"[603, 667, 669, 1610, 1991, 3465]",6,0.2434641809761524,"[0.3915173560380935, 0.5057420745491982, 0.3776733584702015, 0.6340445172786713, 0.5909301421046257, 0.6777965822815895]",0.5296173384537299
21164,CNC1=NC2=CC(Cl)=CC=C2S1,12,"[3173, 4823, 5053, 5440, 5838]",5,0.2525312108360231,"[0.5702607893943786, 0.3524016425013542, 0.3687706340849399, 0.4633557838201523, 0.6464999049901963]",0.4802577509582043
3679,CNC(=O)C1=CC=CC(Cl)=C1O,12,"[383, 2178, 5299, 5463, 5924]",5,0.2703909830749035,"[0.3967091691493988, 0.3584210433065891, 0.4605395272374153, 0.3280556108802557, 0.364141733199358]",0.3815734167546033
8921,NC(=O)C1=CC=CC(Cl)=C1Cl,11,"[802, 886, 1375, 2645, 4950]",5,0.2573799473047256,"[0.3550447618961334, 0.4431528225541115, 0.4433541575074196, 0.3212570670992136, 0.471185705512762]",0.406798902913928
17952,CCS(=O)(=O)C1=CC=C(Cl)C(Cl)=C1,13,"[1, 801, 1041, 2214, 5517]",5,0.2510010492522269,"[0.3270554103702306, 0.4265660418570041, 0.5282389059662819, 0.3811676254868507, 0.3836511012911796]",0.4093358169943094
5309,ClC1=CC=C(CNC2=NC=CC=N2)C=C1,15,"[1367, 3421, 4462, 4464, 6288]",5,0.2000757396058179,"[0.3243197887390852, 0.3354820495843887, 0.6186847931146622, 0.6242959678173066, 0.5355255281925202]",0.4876616254895925
22720,CCSC1=CC=CC=C1O,10,"[2113, 3310, 3320, 3892]",4,0.2518595825880766,"[0.3300045004487038, 0.4391819220781326, 0.3265533676743507, 0.3213647271692753]",0.3542761293426156
7415,O=C1SC=CN1CC1=CC=C(Cl)C=C1,14,"[3909, 3912, 4192, 5814]",4,0.2411720772087574,"[0.5465552300214768, 0.4945138785243034, 0.6229002529382706, 0.6168267911672592]",0.5701990381628275
30751,O=C(NC1=CC=CC=C1)N1CCN(C2=CC=CC=C2O)CC1,22,"[779, 856, 1476, 5660]",4,0.2154755983501672,"[0.3525507180392742, 0.3213784085214138, 0.3102298921719193, 0.509294448196888]",0.3733633667323738
24651,CC[C@H]1NC(=O)[C@@H](C)NC1=O,11,"[350, 2108, 5891, 5964]",4,0.2433661463485623,"[0.5260445603728294, 0.3324356914311647, 0.3048622458428144, 0.3952853587269783]",0.3896569640934467
29489,CC1NC(=O)C(C)NC1=O,10,"[350, 2108, 5891, 5964]",4,0.269125476408808,"[0.5260445603728294, 0.3324356914311647, 0.3048622458428144, 0.3952853587269783]",0.3896569640934467
29488,CC1NC(=O)[C@@H](C)NC1=O,10,"[350, 2108, 5891, 5964]",4,0.2812652576372784,"[0.5260445603728294, 0.3324356914311647, 0.3048622458428144, 0.3952853587269783]",0.3896569640934467
29487,C[C@H]1NC(=O)[C@@H](C)NC1=O,10,"[350, 2108, 5891, 5964]",4,0.3028159414840229,"[0.5260445603728294, 0.3324356914311647, 0.3048622458428144, 0.3952853587269783]",0.3896569640934467
20007,O=C1C=CC=CN1CC1=CC=C(C(F)(F)F)C=C1,18,"[917, 4582, 4583]",3,0.246479769423604,"[0.3327393002808094, 0.4276551808416843, 0.4197636516392231]",0.3933860442539056
26207,COC(=O)NCC1=CC=C(Cl)C(Cl)=C1,14,"[733, 1658, 2455]",3,0.3876596491038799,"[0.3996003133058547, 0.3876595288515091, 0.3797966645658016]",0.38901883557438843
16967,CNC1=CC(C(F)(F)F)=CC=C1F,13,"[4457, 4470, 6100]",3,0.2109136129543185,"[0.3263082872331142, 0.3416475591063499, 0.3584819787740707]",0.3421459417045116
30148,C=CC1=CC=C(O)C(Cl)=C1,10,"[221, 3467, 3506]",3,0.3036792375147342,"[0.3597988727688789, 0.3623764938116073, 0.374521973580122]",0.36556578005353607
29761,C=CC1=CC(Cl)=CC=C1O,10,"[942, 3217, 3456]",3,0.2491171349585056,"[0.6316892343759537, 0.5625984615087509, 0.4827176642417907]",0.5590017867088318
14450,O=C(NC1=CC=CC=C1Cl)C1=NC=CC=N1,16,"[4866, 4868, 5405]",3,0.2175747605040669,"[0.3064870703220367, 0.3173182789981365, 0.5015157604217529]",0.3751070365806421
1531,O=C(NC1=CC=C(Cl)C(Cl)=C1)N1CCC(O)CC1,18,"[5426, 5980, 5996]",3,0.2433600483089685,"[0.3564083103090524, 0.314934176877141, 0.3150462040305137]",0.328796230405569
9146,O=C(O)C1=CC(C2=CC=CC=C2F)=CC=C1O,17,"[5755, 6172, 6243]",3,0.252734355032444,"[0.3330912996828556, 0.3816131493449211, 0.4022784078121185]",0.37232761894663174
7951,O=C1NC=CC=C1CNC1=CC=C(F)C(Cl)=C1,17,"[4887, 4889, 5526]",3,0.239232140481472,"[0.330893122702837, 0.3229727382957935, 0.324576331526041]",0.32614739750822386
