matched_fragments,fragment_SMILES,length_of_fragment,matched_molecules,number_of_matched_molecules,fragment_scores,full_molecule_scores,average_molecule_score
231947,CCN1C(CC(C)(C)C)=CC2=C1C=CC(O)=C2,17,"[1806, 25114, 25771]",3,0.063418484525755,"[0.2881345942616463, '0.2881346017122269', '0.39459921345114707']",0.3236228031416734
328113,NC1=CC=C(CC2=CC=CC=C2)N1,13,"[2023, 2097]",2,0.0657131957588717,"[0.2468984983861446, 0.2473115302622318]",0.2471050143241882
192887,CNC1=CC=C(C=C1)C1CCC(C)CC1,15,"[2901, 24977]",2,0.061503700306639,"[0.2234217256307601, '0.2234217219054698']",0.22342172376811495
179889,ClC1=CC=C(Cl)C(NC2=CN=CC=N2)=C1,15,"[24513, 24515]",2,0.0565322188165737,"['0.20978633742779493', '0.28416115902364253']",0.24697374822571871
179812,ClC1=CC=CC=C1CC1=CNC=CC1=O,15,"[29691, 29777]",2,0.0638886620756238,"['0.2274807572364807', '0.2062890784814953']",0.216884917858988
213780,CC(C)(C)C1=CC=C2NC3=C(C=CC=C3)C2=C1,17,[19801],1,0.0678529186174273,['0.2635080805048346'],0.2635080805048346
210327,COC1=CC=CC(C(C)C2=CNC=C2)=C1O,16,[31649],1,0.051948201120831,['0.208867685124278'],0.208867685124278
303250,CC1=CN(CC2=CC=CC(O)=C2)C=C1,14,[64860],1,0.0528453211300075,[0.2211193384602666],0.2211193384602666
303330,CCC1=CC(C(C)C)=C(O)C=C1NC,14,[33102],1,0.052149631944485,['0.3080101564526558'],0.3080101564526558
199002,CC(C)C1=CC=C2NC3=C(C=CC=C3)C2=C1,16,[19801],1,0.0505889845779165,['0.2635080805048346'],0.2635080805048346
317482,CC(C)OC1=CC(OCCO)=CC=C1Cl,15,[61729],1,0.0863771438598632,['0.3380900055170059'],0.3380900055170059
195817,CCC1=CC(=C(NC)C=C1O)C(C)(C)C,15,[33102],1,0.0637762040365487,['0.3080101564526558'],0.3080101564526558
195700,CC1=CC=CN1CCC1=CC=CC(O)=C1,15,[17611],1,0.0673691800795495,['0.3376986265182495'],0.3376986265182495
231188,CC(C)(C)C1=CC=C(OC2=CN=CC=C2)C=C1,17,[29109],1,0.0543364608747651,['0.3123254634439945'],0.3123254634439945
