Structure,ID,Mol Weight,Smiles,query_ID
,Z4264302919,316.37,CSC1=C(F)C=C(NC(=O)N(C)C2(C)CCOC2)C=C1F,450614896
,Z1348009504,322.356,OC1=C(F)C=C(C=C1F)C1NC2(CCCCC2)C(=O)N1CC=C,631929797
,Z1497328180,378.44,OC1=C(F)C=C(C=C1F)C1NC2(CCCCC2)C(=O)N1CC1=CC=CS1,631929797
,Z1348009129,310.345,CCN1C(NC2(CCCCC2)C1=O)C1=CC(F)=C(O)C(F)=C1,631929797
,Z1348009456,324.372,CCCN1C(NC2(CCCCC2)C1=O)C1=CC(F)=C(O)C(F)=C1,631929797
,Z1348009500,338.399,CCCCN1C(NC2(CCCCC2)C1=O)C1=CC(F)=C(O)C(F)=C1,631929797
,Z2312276628,350.33,FC1=CC(NC(=O)N2C3CCC2COC3)=CC=C1SC(F)(F)F,775421068
,Z2312349461,328.36,CS(=O)(=O)C1=CC=C(NC(=O)N2C3CCC2COC3)C=C1F,775421068
,Z2312654696,314.35,CSC1=C(F)C=C(NC(=O)N2C3CCC2COC3)C=C1F,775421068
,Z4588746153,340.39,CSC1=C(F)C=C(NC(=O)N2C3CCC2C2CCC3O2)C=C1F,775421068
,Z4582720965,322.4,CSC1=CC=C(NC(=O)N2C3CCC2C2CCC3O2)C=C1F,775421068
,Z2312357706,312.36,CS(=O)C1=CC=C(NC(=O)N2C3CCC2COC3)C=C1F,775421068
,Z4582720260,354.4,CS(=O)(=O)C1=CC=C(NC(=O)N2C3CCC2C2CCC3O2)C=C1F,775421068
,Z2313176477,356.43,CC(C)(C)SC1=C(F)C=C(NC(=O)N2C3CCC2COC3)C=C1F,775421068
,Z2313176042,338.44,CC(C)(C)SC1=CC=C(NC(=O)N2C3CCC2COC3)C=C1F,775421068
,PV-003003823962,351.44,CC1N(CN(C)C1=O)C(=O)NC1=CC=C(SC2CCCC2)C(F)=C1,823733398
,PV-008485505111,408.54,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=C(SC2CCCC2)C(F)=C1,823733398
,PV-002119420125,396.53,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=C(SC(C)(C)C)C(F)=C1,823733398
,PV-007769448013,408.42,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=C(SC(F)(F)F)C(F)=C1,823733398
,Z2439030588,351.32,CC1N(CN(C)C1=O)C(=O)NC1=CC=C(SC(F)(F)F)C(F)=C1,823733398
,Z2439448260,357.42,CC1N(CN(C)C1=O)C(=O)NC1=CC(F)=C(SC(C)(C)C)C(F)=C1,823733398
,Z2439064107,386.44,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=C(C(F)=C1)S(C)(=O)=O,823733398
,Z2439068861,370.44,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=C(C(F)=C1)S(C)=O,823733398
,Z2439064056,329.35,CC1N(CN(C)C1=O)C(=O)NC1=CC=C(C(F)=C1)S(C)(=O)=O,823733398
,Z2439255303,372.43,CSC1=C(F)C=C(NC(=O)N2CN(CCN(C)C)C(=O)C2C)C=C1F,823733398
,Z2439068795,313.35,CC1N(CN(C)C1=O)C(=O)NC1=CC=C(C(F)=C1)S(C)=O,823733398
,Z2439255253,315.34,CSC1=C(F)C=C(NC(=O)N2CN(C)C(=O)C2C)C=C1F,823733398
,Z2439067669,354.44,CSC1=CC=C(NC(=O)N2CN(CCN(C)C)C(=O)C2C)C=C1F,823733398
,Z2439448100,339.43,CC1N(CN(C)C1=O)C(=O)NC1=CC=C(SC(C)(C)C)C(F)=C1,823733398
,PV-006592109852,339.38,COCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(SC)=C1)C(O)=O,877609641
,PV-007103936490,371.43,CSC1=CC(=CC=C1F)C(=O)N1CC2(CC1(C2)C(O)=O)C1=CC=CC=C1,877609641
,PV-006951436353,385.45,COC(=O)C12CC(C1)(CN2C(=O)C1=CC=C(F)C(SC)=C1)C1=CC=CC=C1,877609641
,PV-004517162331,323.38,CCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(SC)=C1)C(O)=O,877609641
,Z5457760113,323.38,COC(=O)C12CC(C1)C(C)N2C(=O)C1=CC=C(F)C(SC)=C1,877609641
,Z5457761672,355.38,COC(=O)C12CC(C1)C(C)N2C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O,877609641
,Z6095379585,337.41,CCOC(=O)C12CC(C)(C1)CN2C(=O)C1=CC=C(F)C(SC)=C1,877609641
,Z6095381040,369.41,CCOC(=O)C12CC(C)(C1)CN2C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O,877609641
,Z5013310323,353.41,COCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(SC)=C1)C(=O)OC,877609641
,Z5013377625,323.38,COC(=O)C12CC(C)(C1)CN2C(=O)C1=CC=C(F)C(SC)=C1,877609641
,Z2647999513,355.38,CCOC(=O)C12CC(C1)CN2C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O,877609641
,Z5013311048,385.41,COCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O)C(=O)OC,877609641
,Z4578055279,309.36,CSC1=CC(=CC=C1F)C(=O)N1CC2(C)CC1(C2)C(O)=O,877609641
,Z5013378384,355.38,COC(=O)C12CC(C)(C1)CN2C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O,877609641
,Z4576311987,341.35,"C[C@@H]1[C@H]2C[C@@]1(N(C2)C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O)C(O)=O |&1:1,2,4,c:16,t:11,13|",877609641
,Z4578054412,341.35,CC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O)C(O)=O,877609641
,Z5013363883,337.41,CCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(SC)=C1)C(=O)OC,877609641
,Z2648001175,323.38,CCOC(=O)C12CC(C1)CN2C(=O)C1=CC=C(F)C(SC)=C1,877609641
,Z5523506442,309.36,CSC1=CC(=CC=C1F)C(=O)N1C(C)C2CC1(C2)C(O)=O,877609641
,Z4576310414,309.36,"CSC1=CC(=CC=C1F)C(=O)N1C[C@@H]2C[C@]1([C@@H]2C)C(O)=O |&1:13,15,16,c:4,6,t:2|",877609641
,Z5013364474,369.41,CCC12CC(C1)(N(C2)C(=O)C1=CC=C(F)C(=C1)S(C)(=O)=O)C(=O)OC,877609641
,Z4522726000,327.33,CS(=O)(=O)C1=CC(=CC=C1F)C(=O)N1CC2CC1(C2)C(O)=O,877609641
,Z2619903532,397.423,COC1=C(F)C=C(NC(=O)N2C3CCC2CN(C3)C(=O)OC(C)(C)C)C=C1F,886500634
,Z5008612547,311.289,COC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886500634
,Z2611623550,327.332,COC1=C(F)C=C(NC(=O)N2C3CCC2CNC3)C(OC)=C1F,886500634
,Z5008661447,339.343,CC(C)OC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886500634
,Z2611602336,368.429,CN(C)CCCOC1=C(F)C=C(NC(=O)N2C3CCC2CNC3)C=C1F,886500634
,Z2611607499,325.36,CC(C)OC1=C(F)C=C(NC(=O)N2C3CCC2CNC3)C=C1F,886500634
,Z5008659672,353.37,CC(C)(C)OC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886500634
,Z5008699193,341.315,COC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C(OC)=C1F,886500634
,Z5008652558,382.412,CN(C)CCCOC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886500634
,PV-006167255886,369.43,CC(C)(C)SC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,PV-004921116826,363.33,FC1=CC(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)=CC=C1SC(F)(F)F,886508537
,PV-004728565838,351.44,CC(C)(C)SC1=CC=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,PV-004661386028,363.45,FC1=CC(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)=CC=C1SC1CCCC1,886508537
,Z5008661415,327.35,CSC1=C(F)C=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,Z2611592964,327.37,CS(=O)(=O)C1=CC=C(NC(=O)N2C3CCC2CNC3)C=C1F,886508537
,Z5008642606,309.36,CSC1=CC=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,Z2611607479,313.37,CSC1=C(F)C=C(NC(=O)N2C3CCC2CNC3)C=C1F,886508537
,Z2611590866,349.35,FC1=CC(NC(=O)N2C3CCC2CNC3)=CC=C1SC(F)(F)F,886508537
,Z5008642770,325.36,CS(=O)C1=CC=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,Z5008642204,341.36,CS(=O)(=O)C1=CC=C(NC(=O)N2[C@H]3CC[C@@H]2C(=O)NC3)C=C1F,886508537
,Z5008646508,311.289,COC1=C(F)C=C(F)C=C1NC(=O)N1[C@H]2CC[C@@H]1C(=O)NC2,886511425
,Z2621838541,397.423,COC1=C(F)C=C(F)C=C1NC(=O)N1C2CCC1CN(C2)C(=O)OC(C)(C)C,886511425
,Z5008694106,311.289,COC1=CC(F)=C(F)C=C1NC(=O)N1[C@H]2CC[C@@H]1C(=O)NC2,886526308
,Z2624049890,397.423,COC1=CC(F)=C(F)C=C1NC(=O)N1C2CCC1CN(C2)C(=O)OC(C)(C)C,886526308
,Z5008702755,341.36,CS(=O)(=O)C1=C(F)C=CC=C1NC(=O)N1[C@H]2CC[C@@H]1C(=O)NC2,886530986
,Z5008713328,309.36,CSC1=C(F)C=CC=C1NC(=O)N1[C@H]2CC[C@@H]1C(=O)NC2,886530986
,Z2625189849,354.44,CSC1=C(F)C=CC=C1NC(=O)N1CN(CCN(C)C)C(=O)C1C,893304786
,Z2841220775,329.35,CC1N(CN(C)C1=O)C(=O)NC1=CC=CC(F)=C1S(C)(=O)=O,893304786
,Z2841220759,386.44,CC1N(CN(CCN(C)C)C1=O)C(=O)NC1=CC=CC(F)=C1S(C)(=O)=O,893304786
,PV-008894137841,346.35,NCC1(CCCS1(=O)=O)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-008577529812,360.38,CS(=O)(=O)C1(CCNCC1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-008313822809,332.32,CS(=O)(=O)C1(CNC1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-008265443750,318.34,CC(C)(C(=O)NC1COC2=C1C(F)=CC(F)=C2)S(C)(=N)=O,899668352
,PV-006891446085,346.35,CS(=O)(=O)C1(CCNC1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-007738612182,346.35,CS(=O)(=O)[C@]1(C[C@H](N)C1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-007241440331,400.44,CSC1(CN(C1)C(=O)OC(C)(C)C)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-007229598110,344.38,CS(=O)C1(CCNCC1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,PV-007178803261,314.35,CS[C@]1(C[C@H](N)C1)C(=O)NC1COC2=C1C(F)=CC(F)=C2,899668352
,Z2774591009,299.34,CCSC1(CC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z2149134516,421.46,FC1=CC2=C(C(CO2)NC(=O)C2(CCCCC2)S(=O)(=O)C2=CC=CC=C2)C(F)=C1,899668352
,Z2906744685,331.33,CC1(CCCS1(=O)=O)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654100977,435.49,CC1=CC=C(C=C1C)S(=O)(=O)C1(CCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1832804287,285.31,CSC1(CC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z5623622031,315.33,CSC1(CC(O)C1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z5623622037,359.39,CS(=O)(=O)C1(CCCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654116607,441.87,FC1=CC2=C(C(CO2)NC(=O)C2(CCCC2)S(=O)(=O)C2=CC=C(Cl)C=C2)C(F)=C1,899668352
,Z5741922580,377.41,FC1=CC2=C(C(CO2)NC(=O)C2(CCC2)S(=O)C2=CC=CC=C2)C(F)=C1,899668352
,Z4507045163,330.35,CS(=N)(=O)C1(CCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654110415,435.49,CC1=CC=C(C)C(=C1)S(=O)(=O)C1(CCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z2044241911,345.36,CC(C)(C(=O)NC1COC2=CC(F)=CC(F)=C12)S(=O)(=O)C1CC1,899668352
,Z5247567822,393.4,FC1=CC2=C(C(CO2)NC(=O)C2(CCC2)S(=O)(=O)C2=CC=CC=C2)C(F)=C1,899668352
,Z1654104037,345.36,CS(=O)(=O)C1(CCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z2224353003,361.36,CS(=O)(=O)C1(CCOCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654104407,299.34,CC1(CCCS1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1900886388,299.34,CSC1(CCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z2149134747,439.45,FC1=CC=C(C=C1)S(=O)(=O)C1(CCCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654118565,347.38,FC1=CC2=C(C(CO2)NC(=O)C2(CC2)SC2=CC=CC=C2)C(F)=C1,899668352
,Z1654111741,421.46,CC1=CC=C(C=C1)S(=O)(=O)C1(CCCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1952772643,331.33,CS(=O)(=O)C1(CCC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z2121670164,415.84,CC(C)(C(=O)NC1COC2=CC(F)=CC(F)=C12)S(=O)(=O)C1=CC=C(Cl)C=C1,899668352
,Z5702954586,381.39,CC(C)(C(=O)NC1COC2=CC(F)=CC(F)=C12)S(=O)(=O)C1=CC=CC=C1,899668352
,Z6188819440,300.32,CSC1(CNC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z5136516102,313.32,CSC1(CC(=O)C1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654101305,427.85,FC1=CC2=C(C(CO2)NC(=O)C2(CCC2)S(=O)(=O)C2=CC=C(Cl)C=C2)C(F)=C1,899668352
,Z3083689766,371.35,FC1=CC2=C(C(CO2)NC(=O)C23CCC(CC(=O)C2)S3(=O)=O)C(F)=C1,899668352
,Z5741922597,361.32,CS(=O)(=O)C1(COC(=O)C1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654107057,319.32,CC(C)(C(=O)NC1COC2=CC(F)=CC(F)=C12)S(C)(=O)=O,899668352
,Z2149134651,423.43,FC1=CC2=C(C(CO2)NC(=O)C2(CCOCC2)S(=O)(=O)C2=CC=CC=C2)C(F)=C1,899668352
,Z1654119384,407.43,FC1=CC2=C(C(CO2)NC(=O)C2(CCCC2)S(=O)(=O)C2=CC=CC=C2)C(F)=C1,899668352
,Z1940173869,317.31,CS(=O)(=O)C1(CC1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z5741922584,347.33,CS(=O)(=O)[C@@]1(C[C@H](O)C1)C(=O)NC1COC2=CC(F)=CC(F)=C12,899668352
,Z1654107053,379.38,FC1=CC2=C(C(CO2)NC(=O)C2(CC2)S(=O)(=O)C2=CC=CC=C2)C(F)=C1,899668352
,PV-004064661774,363.37,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3CC(F)F)C=C1F,972542141
,PV-005672513274,395.35,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C(F)(F)F)C=C1F,972542141
,PV-002857667578,341.42,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(C)C)C=C1F,972542141
,PV-004942430265,383.46,CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)NC1=CC(F)=C(SC(C)(C)C)C(F)=C1,972542141
,PV-002357762291,399.46,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(=O)OC(C)(C)C)C=C1F,972542141
,Z4403384206,384.45,CC(C)(C)SC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(N)=O)C=C1F,972542141
,Z3175338283,327.39,CCN1C[C@H]2C[C@@H]1CN2C(=O)NC1=CC(F)=C(SC)C(F)=C1,972542141
,Z3841425563,341.38,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(C)=O)C=C1F,972542141
,Z4403173499,342.36,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C(N)=O)C=C1F,972542141
,Z4194681806,339.4,CSC1=C(F)C=C(NC(=O)N2C[C@@H]3C[C@H]2CN3C2CC2)C=C1F,972542141
,PV-002136259290,360.42,CC(C)(C)SC1=C(F)C=C(NC(=O)NC2(CCO)COC2)C=C1F,1000495821
,PV-002135774653,330.39,CC(C)(C)SC1=C(F)C=C(NC(=O)NC2(C)COC2)C=C1F,1000495821
,PV-008428913429,408.42,COC(=O)C1=CC=C(C=C1)C1(COC1)NC(=O)NC1=CC(F)=C(SC)C(F)=C1,1000495821
,PV-007046578296,360.42,CN(C(=O)NC1=CC(F)=C(SC(C)(C)C)C(F)=C1)C1(CO)COC1,1000495821
,PV-008100930269,401.47,CN(C)C(=O)CC1(COC1)NC(=O)NC1=CC(F)=C(SC(C)(C)C)C(F)=C1,1000495821
,PV-002468410054,368.37,CSC1=C(F)C=C(NC(=O)NC2(COC2)C2=CC=C(F)C=C2)C=C1F,1000495821
,PV-003991279860,364.41,CSC1=C(F)C=C(NC(=O)NC2(CC3=CC=CC=C3)COC2)C=C1F,1000495821
,PV-006869518516,394.44,CSC1=C(F)C=C(NC(=O)N(CC2=CC=CC=C2)C2(CO)COC2)C=C1F,1000495821
,PV-002801325530,348.38,CC(C)(C)SC1=C(F)C=C(NC(=O)NC2(CF)COC2)C=C1F,1000495821
,PV-004512836370,388.43,COC(=O)CC1(COC1)NC(=O)NC1=CC(F)=C(SC(C)(C)C)C(F)=C1,1000495821
,Z5160912819,383.41,CC(C)(C)SC1=C(F)C=C(NC(=O)NC2(COC2)C2=NC=CO2)C=C1F,1000495821
,Z3694503489,302.34,CCC1(COC1)NC(=O)NC1=CC(F)=C(SC)C(F)=C1,1000495821
,Z5196120559,318.34,CSC1=C(F)C=C(NC(=O)N(C)C2(CO)COC2)C=C1F,1000495821
,Z4264302814,304.31,CSC1=C(F)C=C(NC(=O)NC2(CO)COC2)C=C1F,1000495821
,Z4001338825,356.39,CN1C(=O)N(C(=O)C11COC1)C1=CC(F)=C(SC(C)(C)C)C(F)=C1,1000495821
,Z4265260759,346.39,CC(C)(C)SC1=C(F)C=C(NC(=O)NC2(CO)COC2)C=C1F,1000495821
,Z5160821510,341.33,CSC1=C(F)C=C(NC(=O)NC2(COC2)C2=NC=CO2)C=C1F,1000495821
,Z3349801686,342.36,CC(C)(C)SC1=C(F)C=C(C=C1F)N1C(=O)NC2(COC2)C1=O,1000495821
,Z2840601477,342.4,CC(C)(C)SC1=C(F)C=C(NC(=O)N2CCC22COC2)C=C1F,1000495821
,Z4465817498,324.29,CSC1=C(F)C=C(NC(=O)NC2(COC2)C(F)F)C=C1F,1000495821
,Z4001326573,314.31,CSC1=C(F)C=C(C=C1F)N1C(=O)N(C)C2(COC2)C1=O,1000495821
,Z4111575676,346.35,COC(=O)CC1(COC1)NC(=O)NC1=CC(F)=C(SC)C(F)=C1,1000495821
,Z4403173483,306.3,CSC1=C(F)C=C(NC(=O)NC2(CF)COC2)C=C1F,1000495821
,Z2995393206,318.34,CSC1=C(F)C=C(NC(=O)NC2(CCO)COC2)C=C1F,1000495821
,Z2838500970,300.32,CSC1=C(F)C=C(NC(=O)N2CCC22COC2)C=C1F,1000495821
,Z3694503488,359.39,CSC1=C(F)C=C(NC(=O)NC2(CC(=O)N(C)C)COC2)C=C1F,1000495821
,Z3349749873,300.28,CSC1=C(F)C=C(C=C1F)N1C(=O)NC2(COC2)C1=O,1000495821
,Z2997686357,295.38,"CSC1=CC=C(NC(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3)C=C1F |&1:10,12,15,c:19,t:2,4|",1082437513
,Z2997674500,349.35,"FC1=CC(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3)=CC=C1SC(F)(F)F |&1:8,10,13,c:16,18,t:1|",1082437513
,Z2997674498,349.35,"FC1=CC(NC(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3)=CC=C1SC(F)(F)F |&1:8,10,13,c:16,18,t:1|",1082437513
,Z2997685626,327.37,"CS(=O)(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3)C=C1F |&1:12,14,17,c:21,t:4,6|",1082437513
,Z2997685629,327.37,"CS(=O)(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3)C=C1F |&1:12,14,17,c:21,t:4,6|",1082437513
,Z2997745146,313.37,"CSC1=C(F)C=C(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3)C=C1F |&1:11,13,16,c:2,20,t:5|",1082437513
,Z2997745149,313.37,"CSC1=C(F)C=C(NC(=O)N[C@@H]2C[C@H]3CC[C@@H]2N3)C=C1F |&1:11,13,16,c:2,20,t:5|",1082437513
,PV-004134447183,362.34,"FC1=CC(NC(=O)N[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)=CC=C1SC(F)(F)F |&1:8,10,12,13,15,c:18,20,t:1|",1160399807
,PV-004080463278,364.36,"CSC1=CC=C(NC(=O)N[C@H]2[C@H]3CC[C@H](O3)[C@@H]2C(F)(F)F)C=C1F |&1:10,11,14,16,c:23,t:2,4|",1160399807
,PV-003470670307,350.33,"FC1=CC(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2O3)=CC=C1SC(F)(F)F |&1:8,10,13,c:16,18,t:1|",1160399807
,PV-005031423151,382.35,"CSC1=C(F)C=C(NC(=O)N[C@H]2[C@H]3CC[C@H](O3)[C@@H]2C(F)(F)F)C=C1F |&1:11,12,15,17,c:2,24,t:5|",1160399807
,Z2949058982,340.37,"CS(=O)(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)C=C1F |&1:12,14,16,17,19,c:23,t:4,6|",1160399807
,Z3174802364,328.36,"CS(=O)(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2O3)C=C1F |&1:12,14,17,c:21,t:4,6|",1160399807
,Z2950452595,326.36,"CSC1=C(F)C=C(NC(=O)N[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)C=C1F |&1:11,13,15,16,18,c:2,22,t:5|",1160399807
,Z3175338329,314.35,"CSC1=C(F)C=C(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2O3)C=C1F |&1:11,13,16,c:2,20,t:5|",1160399807
,Z2949095520,324.37,"CS(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)C=C1F |&1:11,13,15,16,18,c:22,t:3,5|",1160399807
,Z3840595254,380.36,"CS(=O)C1=CC=C(NC(=O)N[C@H]2[C@H]3CC[C@H](O3)[C@@H]2C(F)(F)F)C=C1F |&1:11,12,15,17,c:24,t:3,5|",1160399807
,Z3174813718,312.36,"CS(=O)C1=CC=C(NC(=O)N[C@@H]2C[C@@H]3CC[C@H]2O3)C=C1F |&1:11,13,16,c:20,t:3,5|",1160399807
,Z3840562992,396.36,"CS(=O)(=O)C1=CC=C(NC(=O)N[C@H]2[C@H]3CC[C@H](O3)[C@@H]2C(F)(F)F)C=C1F |&1:12,13,16,18,c:25,t:4,6|",1160399807
,Z2949084227,308.37,"CSC1=CC=C(NC(=O)N[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)C=C1F |&1:10,12,14,15,17,c:21,t:2,4|",1160399807
,Z3175811909,327.332,COC1=C(F)C=C(NC(=O)N2CCN3CCC2C3)C(OC)=C1F,1160525106
,PV-002823873171,353.353,OC(=O)C1=CC(=CN(C2CC2)C1=O)C1=CC(CN2C=CC=N2)=CC=C1F,1199075771
,Z3775981838,338.338,OC(=O)C1=CC(=CN(C2CC2)C1=O)C1=CC(=CC=C1F)C1(CC1)C#N,1199075771
,Z3337906235,356.397,OC(=O)C1=CC(=CN(C2CC2)C1=O)C1=CC(CN2CCCC2)=CC=C1F,1199075771
,Z3256648100,341.262,OC(=O)C1=CC(=CN(C2CC2)C1=O)C1=CC(=CC=C1F)C(F)(F)F,1199075771
,Z5179550385,342.326,OC(=O)C1=CC(=CN(C2CC2)C1=O)C1=CC2=C(NC(=O)CC2)C=C1F,1199075771
,Z3256637994,305.281,CC1=CC(=C(F)C=C1F)C1=CN(C2CC2)C(=O)C(=C1)C(O)=O,1199075771
,Z3337908051,330.359,CN(C)CC1=CC=C(F)C(=C1)C1=CN(C2CC2)C(=O)C(=C1)C(O)=O,1199075771
,PV-003869631265,336.79,FC1=C(Cl)C=CC2=C1C1CC(NC(=O)N1)(O2)C1CC2(CCC2)C1,1350615725
,PV-003808433297,336.79,FC1=C(Cl)C=CC2=C1C1CC(O2)(C2CCC2)N(C2CC2)C(=O)N1,1350615725
,PV-003289315725,324.78,CC(C)C12CC(NC(=O)N1C1CC1)C1=C(O2)C=CC(Cl)=C1F,1350615725
,PV-003172012100,298.74,CC(C)C12CC(NC(=O)N1C)C1=C(O2)C=CC(Cl)=C1F,1350615725
,PV-003113996784,322.76,FC1=C(Cl)C=CC2=C1C1CC(NC(=O)N1)(O2)C1CC2(CC2)C1,1350615725
,PV-004200775525,372.82,CC(C)C12CC(NC(=O)N1CCOCCO)C1=C(O2)C=CC(Cl)=C1F,1350615725
,PV-003060499867,336.79,CN1C(=O)NC2CC1(OC1=C2C(F)=C(Cl)C=C1)C1CC2(CC2)C1,1350615725
,Z3548002883,354.81,CCN1C(=O)NC2CC1(OC1=CC=C(Cl)C(F)=C21)C1CCOCC1,1350615725
,Z3548004737,366.82,FC1=C(Cl)C=CC2=C1C1CC(O2)(C2CCOCC2)N(C2CC2)C(=O)N1,1350615725
,PV-003041864128,312.77,CCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C(C)C,1350615731
,PV-003041798226,354.81,COCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCC1,1350615731
,PV-003879677814,322.76,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CC2(CC2)C1,1350615731
,PV-003016252498,324.78,CN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCCC1,1350615731
,PV-006488243009,384.83,OCCOCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C1CCC1,1350615731
,PV-002995386985,310.75,FC1=CC2=C(C=C1Cl)C1CC(NC(=O)N1)(O2)C1CCCC1,1350615731
,PV-002986432362,342.8,COCCN1C(=O)NC2CC1(OC1=C2C=C(Cl)C(F)=C1)C(C)C,1350615731
